,id,id_download_nonleak,sentinel_img_date_nonleak,landsat_img_date_nonleak,date_diff_img_nonleak,date_diff_leak_nonleak,sentinel_cloud_nonleak,landsat_cloud_nonleak,rmse_nonleak
400,26958.0,26958.0,2020-11-15,2020-11-20,5 days,25 days,0.174354,0.04,341.58323774986496
401,26674.0,26674.0,2020-11-15,2020-11-20,5 days,25 days,0.174354,0.04,220.45342703820822
402,26756.0,26756.0,2020-11-15,2020-11-20,5 days,24 days,0.174354,0.04,422.1231683759538
403,26754.0,26754.0,2020-11-15,2020-11-20,5 days,24 days,0.174354,0.04,175.83927580421607
404,26791.0,26791.0,2020-11-15,2020-11-20,5 days,24 days,0.174354,0.04,221.5424146394966
405,26926.0,26926.0,2020-11-15,2020-11-20,5 days,24 days,0.174354,0.04,301.14206244418335
406,26927.0,26927.0,2020-11-15,2020-11-20,5 days,23 days,0.174354,0.04,271.94565123520533
407,26967.0,26967.0,2020-11-15,2020-11-20,5 days,23 days,0.174354,0.04,358.2623487524759
408,26950.0,26950.0,2020-11-15,2020-11-20,5 days,22 days,0.174354,0.04,417.3695808258602
409,26759.0,26759.0,2020-11-15,2020-11-20,5 days,19 days,0.174354,0.04,227.73329474462332
410,26666.0,26666.0,2020-11-15,2020-11-20,5 days,19 days,0.174354,0.04,520.3124383717109
411,26744.0,26744.0,2020-11-15,2020-11-20,5 days,17 days,0.174354,0.04,309.0541464168665
412,26681.0,26681.0,2020-11-15,2020-11-20,5 days,18 days,0.174354,0.04,326.75832313936655
413,26855.0,26855.0,2020-11-15,2020-11-20,5 days,17 days,0.174354,0.04,295.4866700684612
414,26735.0,26735.0,2020-11-15,2020-11-20,5 days,17 days,0.174354,0.04,511.00411461794243
415,26660.0,26660.0,2020-11-15,2020-11-20,5 days,16 days,0.174354,0.04,284.8818220921614
416,26810.0,26810.0,2020-11-15,2020-11-20,5 days,15 days,0.174354,0.04,121.93352873459122
417,26837.0,26837.0,2020-11-15,2020-11-20,5 days,16 days,0.174354,0.04,271.61759305998044
418,26748.0,26748.0,2020-11-15,2020-11-20,5 days,16 days,0.174354,0.04,238.84632373555826
419,26843.0,26843.0,2020-11-15,2020-11-20,5 days,12 days,0.174354,0.04,187.95727161319527
