,id,id_download_nonleak,sentinel_img_date_nonleak,landsat_img_date_nonleak,date_diff_img_nonleak,date_diff_leak_nonleak,sentinel_cloud_nonleak,landsat_cloud_nonleak,rmse_nonleak
420,26943.0,26943.0,2020-12-20,2020-12-22,2 days,29 days,0.164598,33.2,266.8038192902367
421,27395.0,27395.0,2020-11-15,2020-11-20,5 days,11 days,0.174354,0.04,185.45173471808116
422,26936.0,26936.0,2020-11-15,2020-11-20,5 days,11 days,0.174354,0.04,417.3695808258602
423,27733.0,27733.0,2020-11-15,2020-11-20,5 days,11 days,0.174354,0.04,254.63431861146222
424,27670.0,27670.0,2020-11-15,2020-11-20,5 days,9 days,0.174354,0.04,254.63431861146222
425,27656.0,27656.0,2020-11-15,2020-11-20,5 days,8 days,0.174354,0.04,304.91146476365554
426,27278.0,27278.0,2020-11-25,2020-11-29,4 days,14 days,0.199062,0.94,183.06359739284105
427,27500.0,27500.0,2020-11-15,2020-11-20,5 days,6 days,0.174354,0.04,327.3186545245103
428,27489.0,27489.0,2020-11-15,2020-11-20,5 days,5 days,0.174354,0.04,217.79095442441886
429,27812.0,27812.0,2020-11-25,2020-11-29,4 days,14 days,0.199062,0.94,144.13642652655855
430,27811.0,27811.0,2020-11-25,2020-11-29,4 days,14 days,0.199062,0.94,287.30651687379134
431,27090.0,27090.0,2020-11-15,2020-11-20,5 days,5 days,0.174354,0.04,276.24985934994027
432,27810.0,27810.0,2020-11-25,2020-11-29,4 days,14 days,0.199062,0.94,204.40554806600883
433,27765.0,27765.0,2020-11-25,2020-11-29,4 days,14 days,0.199062,0.94,280.4188366932844
434,27016.0,27016.0,2020-11-25,2020-11-29,4 days,14 days,0.199062,0.94,211.54024400610868
435,27763.0,27763.0,2020-11-25,2020-11-29,4 days,14 days,0.199062,0.94,224.95089125945486
436,26975.0,26975.0,2020-11-25,2020-11-29,4 days,14 days,0.199062,0.94,207.31348623102585
437,27093.0,27093.0,2020-11-25,2020-11-29,4 days,14 days,0.199062,0.94,192.43590901802463
438,27314.0,27314.0,2020-11-25,2020-11-29,4 days,11 days,0.199062,0.94,295.7789042562601
439,27248.0,27248.0,2020-11-25,2020-11-29,4 days,8 days,0.199062,0.94,168.27888524870824
440,27232.0,27232.0,2020-11-25,2020-11-29,4 days,8 days,0.199062,0.94,340.65453688561115
441,27083.0,27083.0,2020-11-25,2020-11-29,4 days,6 days,0.199062,0.94,346.36232552142894
442,27082.0,27082.0,2020-11-25,2020-11-29,4 days,6 days,0.199062,0.94,370.0597242960917
443,27213.0,27213.0,2020-12-20,2020-12-22,2 days,29 days,0.164598,33.2,355.6813727679068
444,27806.0,27806.0,2020-12-20,2020-12-22,2 days,25 days,0.164598,33.2,331.2731689834884
445,27022.0,27022.0,2020-12-20,2020-12-22,2 days,24 days,0.164598,33.2,164.13215292109487
446,27790.0,27790.0,2020-12-20,2020-12-22,2 days,24 days,0.164598,33.2,166.98269004034404
447,27023.0,27023.0,2020-12-20,2020-12-22,2 days,24 days,0.164598,33.2,340.2441819955876
448,27021.0,27021.0,2020-12-20,2020-12-22,2 days,24 days,0.164598,33.2,255.58633677138255
449,27014.0,27014.0,2020-12-20,2020-12-22,2 days,24 days,0.164598,33.2,158.42521879118655
450,26977.0,26977.0,2020-12-20,2020-12-22,2 days,24 days,0.164598,33.2,193.88885840114813
451,27087.0,27087.0,2020-12-28,2020-12-31,3 days,26 days,0.039934,10.53,256.130322845357
452,27588.0,27588.0,2020-12-28,2020-12-31,3 days,27 days,0.039934,10.53,368.79950221384394
453,27135.0,27135.0,2020-12-28,2020-12-31,3 days,24 days,0.039934,10.53,276.18327839685554
454,27134.0,27134.0,2020-12-28,2020-12-31,3 days,24 days,0.039934,10.53,344.35318934501026
455,27129.0,27129.0,2020-12-28,2020-12-31,3 days,24 days,0.039934,10.53,376.1764655674808
456,27653.0,27653.0,2020-12-28,2020-12-31,3 days,23 days,0.039934,10.53,178.73691145472824
457,27651.0,27651.0,2020-12-28,2020-12-31,3 days,23 days,0.039934,10.53,186.84143518029728
458,27652.0,27652.0,2020-12-28,2020-12-31,3 days,23 days,0.039934,10.53,358.7191034715901
459,27502.0,27502.0,2020-12-28,2020-12-31,3 days,21 days,0.039934,10.53,198.89452754542805
460,27043.0,27043.0,2020-12-28,2020-12-31,3 days,21 days,0.039934,10.53,311.3284827929939
461,27197.0,27197.0,2020-12-28,2020-12-31,3 days,18 days,0.039934,10.53,248.5074283471578
462,27196.0,27196.0,2020-12-28,2020-12-31,3 days,18 days,0.039934,10.53,169.03585942691913
463,27195.0,27195.0,2020-12-28,2020-12-31,3 days,18 days,0.039934,10.53,203.3082270775831
464,27194.0,27194.0,2020-12-28,2020-12-31,3 days,18 days,0.039934,10.53,229.65140774291893
465,27754.0,27754.0,2020-12-28,2020-12-31,3 days,16 days,0.039934,10.53,244.10465127829087
466,27697.0,27697.0,2020-12-28,2020-12-31,3 days,14 days,0.039934,10.53,193.30952371152964
467,28178.0,28178.0,2020-12-28,2020-12-31,3 days,10 days,0.039934,10.53,215.85774703550965
468,28068.0,28068.0,2020-12-28,2020-12-31,3 days,9 days,0.039934,10.53,135.25857056392385
469,28207.0,28207.0,2021-01-22,2021-01-23,1 days,30 days,0.12025,14.41,387.1366889489862
470,28117.0,28117.0,2021-01-22,2021-01-23,1 days,27 days,0.12025,14.41,1891.0900371180921
471,28098.0,28098.0,2021-01-22,2021-01-23,1 days,25 days,0.12025,14.41,570.7428581488217
472,34883.0,34883.0,2021-01-29,2021-02-01,3 days,27 days,0.168836,3.24,229.40230634944436
473,34790.0,34790.0,2021-02-06,2021-02-08,2 days,31 days,0.057292,0.02,480.93412661989703
474,34881.0,34881.0,2021-01-29,2021-02-01,3 days,25 days,0.168836,3.24,236.73751328645028
475,35159.0,35159.0,2021-02-06,2021-02-08,2 days,24 days,0.057292,0.02,353.0507880430976
476,35099.0,35099.0,2021-02-06,2021-02-08,2 days,24 days,0.057292,0.02,315.0118963655689
477,35981.0,35981.0,2021-02-06,2021-02-08,2 days,22 days,0.057292,0.02,191.0862706208246
478,36163.0,36163.0,2021-02-06,2021-02-08,2 days,22 days,0.057292,0.02,319.9803419948737
479,35624.0,35624.0,2021-02-06,2021-02-08,2 days,22 days,0.057292,0.02,307.8608123438521
480,35959.0,35959.0,2021-02-06,2021-02-08,2 days,18 days,0.057292,0.02,260.68267244386595
481,35323.0,35323.0,2021-02-06,2021-02-08,2 days,19 days,0.057292,0.02,258.8191550038589
482,35667.0,35667.0,2021-02-06,2021-02-08,2 days,12 days,0.057292,0.02,283.0906384594796
483,35822.0,35822.0,2021-02-06,2021-02-08,2 days,12 days,0.057292,0.02,435.70334737714575
484,35799.0,35799.0,2021-02-06,2021-02-08,2 days,11 days,0.057292,0.02,247.1666376937872
485,35798.0,35798.0,2021-02-06,2021-02-08,2 days,11 days,0.057292,0.02,435.70334737714575
486,35520.0,35520.0,2021-02-06,2021-02-08,2 days,10 days,0.057292,0.02,289.46535173262004
487,35521.0,35521.0,2021-02-06,2021-02-08,2 days,10 days,0.057292,0.02,290.75321384005514
488,35682.0,35682.0,2021-02-06,2021-02-08,2 days,11 days,0.057292,0.02,458.3338845900309
489,36195.0,36195.0,2021-02-06,2021-02-08,2 days,9 days,0.057292,0.02,481.59479202142296
490,36081.0,36081.0,2021-02-06,2021-02-08,2 days,8 days,0.057292,0.02,283.16190423801925
491,35613.0,35613.0,2021-02-28,2021-03-05,5 days,29 days,0.297762,0.0,168.33087719213592
492,35614.0,35614.0,2021-02-28,2021-03-05,5 days,29 days,0.297762,0.0,354.50025837831805
493,35357.0,35357.0,2021-02-28,2021-03-05,5 days,26 days,0.297762,0.0,551.9789862169368
494,35856.0,35856.0,2021-02-28,2021-03-05,5 days,24 days,0.297762,0.0,220.99953078820528
495,35781.0,35781.0,2021-02-28,2021-03-05,5 days,23 days,0.297762,0.0,453.7872507067797
496,36171.0,36171.0,2021-02-28,2021-03-05,5 days,24 days,0.297762,0.0,378.1465927257315
497,35451.0,35451.0,2021-02-28,2021-03-05,5 days,24 days,0.297762,0.0,367.78908435308455
498,35245.0,35245.0,2021-02-28,2021-03-05,5 days,22 days,0.297762,0.0,548.6145547066607
499,35578.0,35578.0,2021-02-28,2021-03-05,5 days,20 days,0.297762,0.0,450.8313797685315
500,35542.0,35542.0,2021-02-28,2021-03-05,5 days,18 days,0.297762,0.0,364.01005034122153
501,36219.0,36219.0,2021-02-28,2021-03-05,5 days,18 days,0.297762,0.0,300.46588496659996
502,35476.0,35476.0,2021-02-28,2021-03-05,5 days,16 days,0.297762,0.0,232.17357507610532
503,35478.0,35478.0,2021-02-28,2021-03-05,5 days,16 days,0.297762,0.0,191.1720594547264
504,36252.0,36252.0,2021-02-28,2021-03-05,5 days,12 days,0.297762,0.0,176.0009412034716
505,36045.0,36045.0,2021-02-28,2021-03-05,5 days,12 days,0.297762,0.0,548.7106521501561
506,35793.0,35793.0,2021-02-28,2021-03-05,5 days,11 days,0.297762,0.0,377.498016335035
507,35794.0,35794.0,2021-02-28,2021-03-05,5 days,11 days,0.297762,0.0,378.4481347239977
508,36078.0,36078.0,2021-02-28,2021-03-05,5 days,10 days,0.297762,0.0,176.93474806459847
509,35917.0,35917.0,2021-02-28,2021-03-05,5 days,11 days,0.297762,0.0,267.10432177337674
510,35946.0,35946.0,2021-02-28,2021-03-05,5 days,11 days,0.297762,0.0,251.1037530030539
511,35905.0,35905.0,2021-02-28,2021-03-05,5 days,9 days,0.297762,0.0,524.9694689519123
512,36456.0,36456.0,2021-02-28,2021-03-05,5 days,9 days,0.297762,0.0,370.49422210274787
513,36421.0,36421.0,2021-03-08,2021-03-12,4 days,12 days,0.04962,0.0,589.3356740431117
514,36318.0,36318.0,2021-03-08,2021-03-12,4 days,10 days,0.04962,0.0,529.4132499872921
515,36168.0,36168.0,2021-03-08,2021-03-12,4 days,10 days,0.04962,0.0,356.1481437408986
516,36167.0,36167.0,2021-03-08,2021-03-12,4 days,10 days,0.04962,0.0,356.7638413567276
517,36238.0,36238.0,2021-03-08,2021-03-12,4 days,6 days,0.04962,0.0,260.01611039535976
518,36236.0,36236.0,2021-03-08,2021-03-12,4 days,6 days,0.04962,0.0,532.1209406735089
519,36099.0,36099.0,2021-03-08,2021-03-12,4 days,7 days,0.04962,0.0,356.4217278612078
520,36435.0,36435.0,2021-03-18,2021-03-21,3 days,14 days,0.013737,0.01,351.3198324157025
521,36275.0,36275.0,2021-03-18,2021-03-21,3 days,15 days,0.013737,0.01,356.4925351466227
522,36433.0,36433.0,2021-03-18,2021-03-21,3 days,15 days,0.013737,0.01,364.8914287177014
523,36182.0,36182.0,2021-03-18,2021-03-21,3 days,15 days,0.013737,0.01,197.0376030927719
524,36148.0,36148.0,2021-03-18,2021-03-21,3 days,14 days,0.013737,0.01,199.59074986849947
525,35589.0,35589.0,2021-03-18,2021-03-21,3 days,13 days,0.013737,0.01,294.75893881418006
526,35591.0,35591.0,2021-03-18,2021-03-21,3 days,13 days,0.013737,0.01,294.07249951747536
527,35978.0,35978.0,2021-03-18,2021-03-21,3 days,10 days,0.013737,0.01,470.5826422952028
528,36313.0,36313.0,2021-03-18,2021-03-21,3 days,10 days,0.013737,0.01,211.90525765417573
529,36321.0,36321.0,2021-03-18,2021-03-21,3 days,10 days,0.013737,0.01,244.80584599732543
530,36281.0,36281.0,2021-03-18,2021-03-21,3 days,9 days,0.013737,0.01,240.46946742241758
531,36484.0,36484.0,2021-04-12,2021-04-13,1 days,32 days,0.052136,0.0,376.198458895892
532,36485.0,36485.0,2021-04-12,2021-04-13,1 days,32 days,0.052136,0.0,400.7007478121182
533,36486.0,36486.0,2021-04-12,2021-04-13,1 days,32 days,0.052136,0.0,400.7007478121182
534,36617.0,36617.0,2021-04-12,2021-04-13,1 days,32 days,0.052136,0.0,387.15523626000873
535,36477.0,36477.0,2021-04-12,2021-04-13,1 days,32 days,0.052136,0.0,384.87986915176043
536,36478.0,36478.0,2021-04-12,2021-04-13,1 days,32 days,0.052136,0.0,511.2742723939472
537,36479.0,36479.0,2021-04-12,2021-04-13,1 days,32 days,0.052136,0.0,523.4708025776305
538,36480.0,36480.0,2021-04-12,2021-04-13,1 days,32 days,0.052136,0.0,514.4286092580822
539,36373.0,36373.0,2021-04-12,2021-04-13,1 days,32 days,0.052136,0.0,516.0085777168957
540,36547.0,36547.0,2021-04-12,2021-04-13,1 days,32 days,0.052136,0.0,396.3704197486985
541,36578.0,36578.0,2021-04-12,2021-04-13,1 days,30 days,0.052136,0.0,121.75832295447758
542,36516.0,36516.0,2021-04-12,2021-04-13,1 days,26 days,0.052136,0.0,682.5134882853447
543,36560.0,36560.0,2021-04-12,2021-04-13,1 days,27 days,0.052136,0.0,277.0281463599729
544,36604.0,36604.0,2021-04-12,2021-04-13,1 days,26 days,0.052136,0.0,335.85926195413936
545,36607.0,36607.0,2021-04-12,2021-04-13,1 days,25 days,0.052136,0.0,320.74834860227736
546,36843.0,36843.0,2021-04-12,2021-04-13,1 days,25 days,0.052136,0.0,379.21038166234297
547,36870.0,36870.0,2021-04-12,2021-04-13,1 days,24 days,0.052136,0.0,438.85046669330836
548,36838.0,36838.0,2021-04-12,2021-04-13,1 days,23 days,0.052136,0.0,339.36993556444054
549,36711.0,36711.0,2021-04-12,2021-04-13,1 days,19 days,0.052136,0.0,300.2140324505467
550,36865.0,36865.0,2021-04-12,2021-04-13,1 days,17 days,0.052136,0.0,140.6380548898689
551,36829.0,36829.0,2021-04-12,2021-04-13,1 days,17 days,0.052136,0.0,337.1033835890617
552,36880.0,36880.0,2021-04-12,2021-04-13,1 days,17 days,0.052136,0.0,341.0557125211196
553,36806.0,36806.0,2021-04-12,2021-04-13,1 days,16 days,0.052136,0.0,436.5102598745929
554,36796.0,36796.0,2021-04-12,2021-04-13,1 days,13 days,0.052136,0.0,389.30547968129133
555,36637.0,36637.0,2021-04-12,2021-04-13,1 days,9 days,0.052136,0.0,238.70790895616216
556,36636.0,36636.0,2021-04-12,2021-04-13,1 days,9 days,0.052136,0.0,407.2668236855648
557,36899.0,36899.0,2021-04-24,2021-04-29,5 days,17 days,20.999616,0.01,337.8250711720057
558,36689.0,36689.0,2021-04-24,2021-04-29,5 days,17 days,20.999616,0.01,444.2013173951479
559,36917.0,36917.0,2021-04-24,2021-04-29,5 days,18 days,20.999616,0.01,345.9962877577396
560,37100.0,37100.0,2021-04-24,2021-04-29,5 days,16 days,20.999616,0.01,444.2013173951479
561,36690.0,36690.0,2021-04-24,2021-04-29,5 days,16 days,20.999616,0.01,610.9717008179138
562,37102.0,37102.0,2021-04-24,2021-04-29,5 days,16 days,20.999616,0.01,391.8352905959594
563,37007.0,37007.0,2021-04-24,2021-04-29,5 days,16 days,20.999616,0.01,359.17154037624397
564,37027.0,37027.0,2021-04-24,2021-04-29,5 days,15 days,20.999616,0.01,445.62127973064855
565,36969.0,36969.0,2021-04-24,2021-04-29,5 days,14 days,20.999616,0.01,409.76419337822654
566,37106.0,37106.0,2021-04-24,2021-04-29,5 days,15 days,20.999616,0.01,315.6073504191866
567,37117.0,37117.0,2021-04-24,2021-04-29,5 days,11 days,20.999616,0.01,248.77864904697213
568,36913.0,36913.0,2021-04-24,2021-04-29,5 days,9 days,20.999616,0.01,341.92602870307036
569,37359.0,37359.0,2021-04-24,2021-04-29,5 days,10 days,20.999616,0.01,558.1117648638672
570,37245.0,37245.0,2021-05-19,2021-05-24,5 days,29 days,0.396967,1.89,282.0102815051733
571,37003.0,37003.0,2021-04-24,2021-04-29,5 days,9 days,20.999616,0.01,417.05257647118583
572,37207.0,37207.0,2021-04-24,2021-04-29,5 days,8 days,20.999616,0.01,277.2953385127714
573,37208.0,37208.0,2021-04-24,2021-04-29,5 days,8 days,20.999616,0.01,225.65233474512212
574,36925.0,36925.0,2021-04-24,2021-04-29,5 days,8 days,20.999616,0.01,414.384559092107
575,37246.0,37246.0,2021-05-19,2021-05-24,5 days,29 days,0.396967,1.89,274.379223838317
576,37243.0,37243.0,2021-04-24,2021-04-29,5 days,5 days,20.999616,0.01,367.63034449424595
577,37237.0,37237.0,2021-04-24,2021-04-29,5 days,5 days,20.999616,0.01,375.0312062147837
578,36978.0,36978.0,2021-05-19,2021-05-24,5 days,27 days,0.396967,1.89,640.7621819501697
579,37145.0,37145.0,2021-05-19,2021-05-24,5 days,25 days,0.396967,1.89,303.46758774039927
580,36955.0,36955.0,2021-05-19,2021-05-24,5 days,28 days,0.396967,1.89,225.37684312683135
581,37228.0,37228.0,2021-05-19,2021-05-24,5 days,16 days,0.396967,1.89,319.12159174442354
582,37435.0,37435.0,2021-05-19,2021-05-24,5 days,14 days,0.396967,1.89,433.0748973685408
583,37572.0,37572.0,2021-05-19,2021-05-24,5 days,15 days,0.396967,1.89,593.8832431071988
584,37484.0,37484.0,2021-05-19,2021-05-24,5 days,14 days,0.396967,1.89,488.8890149197038
585,37429.0,37429.0,2021-05-19,2021-05-24,5 days,12 days,0.396967,1.89,255.70918518057204
586,37491.0,37491.0,2021-05-19,2021-05-24,5 days,7 days,0.396967,1.89,289.3254216198552
587,37407.0,37407.0,2021-05-19,2021-05-24,5 days,12 days,0.396967,1.89,219.26800727482956
588,37493.0,37493.0,2021-05-19,2021-05-24,5 days,7 days,0.396967,1.89,275.4055587092207
589,37558.0,37558.0,2021-05-19,2021-05-24,5 days,7 days,0.396967,1.89,406.7293815977487
590,37410.0,37410.0,2021-05-19,2021-05-24,5 days,7 days,0.396967,1.89,213.61105958849592
591,37543.0,37543.0,2021-05-19,2021-05-24,5 days,5 days,0.396967,1.89,251.2344616837725
592,37544.0,37544.0,2021-05-19,2021-05-24,5 days,5 days,0.396967,1.89,300.9179219556001
593,37411.0,37411.0,2021-05-19,2021-05-24,5 days,6 days,0.396967,1.89,480.5677071276286
594,37431.0,37431.0,2021-05-19,2021-05-24,5 days,5 days,0.396967,1.89,238.95632431534278
595,38913.0,38913.0,2021-05-27,2021-05-31,4 days,9 days,0.955328,2.24,451.29601792961125
596,38912.0,38912.0,2021-05-27,2021-05-31,4 days,9 days,0.955328,2.24,565.4449651386243
597,38813.0,38813.0,2021-05-27,2021-05-31,4 days,8 days,0.955328,2.24,422.2034198853912
598,38754.0,38754.0,2021-05-27,2021-05-31,4 days,8 days,0.955328,2.24,334.62869334312893
599,38888.0,38888.0,2021-05-27,2021-05-31,4 days,7 days,0.955328,2.24,380.40507980040906
600,38940.0,38940.0,2021-05-27,2021-05-31,4 days,6 days,0.955328,2.24,486.82040296749284
601,38962.0,38962.0,2021-06-08,2021-06-09,1 days,17 days,2.09451,7.66,319.6595886491507
602,38964.0,38964.0,2021-06-08,2021-06-09,1 days,17 days,2.09451,7.66,469.9576299197714
603,38887.0,38887.0,2021-06-08,2021-06-09,1 days,13 days,2.09451,7.66,334.82264280910977
604,38843.0,38843.0,2021-06-08,2021-06-09,1 days,13 days,2.09451,7.66,260.9488675502574
605,38773.0,38773.0,2021-06-08,2021-06-09,1 days,12 days,2.09451,7.66,260.9488675502574
606,38974.0,38974.0,2021-06-08,2021-06-09,1 days,14 days,2.09451,7.66,462.38229098684775
607,38799.0,38799.0,2021-06-08,2021-06-09,1 days,14 days,2.09451,7.66,251.4918218141369
608,37605.0,37605.0,2021-06-08,2021-06-09,1 days,11 days,2.09451,7.66,318.89279489351986
609,38839.0,38839.0,2021-06-08,2021-06-09,1 days,12 days,2.09451,7.66,151.04165394995223
610,37843.0,37843.0,2021-06-08,2021-06-09,1 days,10 days,2.09451,7.66,225.86135924312885
611,37835.0,37835.0,2021-06-11,2021-06-16,5 days,7 days,1.157636,16.46,1012.8440911533067
612,37738.0,37738.0,2021-06-21,2021-06-25,4 days,13 days,0.572245,48.41,248.88686205466817
613,37702.0,37702.0,2021-06-21,2021-06-25,4 days,13 days,0.572245,48.41,1353.5874577563727
614,37620.0,37620.0,2021-06-21,2021-06-25,4 days,13 days,0.572245,48.41,1258.5890712391404
615,37728.0,37728.0,2021-06-21,2021-06-25,4 days,13 days,0.572245,48.41,370.3246243840242
616,37828.0,37828.0,2021-06-21,2021-06-25,4 days,11 days,0.572245,48.41,260.51861069808166
617,37711.0,37711.0,2021-06-21,2021-06-25,4 days,10 days,0.572245,48.41,695.9497541248295
618,37712.0,37712.0,2021-06-21,2021-06-25,4 days,10 days,0.572245,48.41,1071.130463603539
619,37815.0,37815.0,2021-06-21,2021-06-25,4 days,11 days,0.572245,48.41,294.38700157617524
620,37714.0,37714.0,2021-06-21,2021-06-25,4 days,10 days,0.572245,48.41,855.265924250576
621,37713.0,37713.0,2021-06-21,2021-06-25,4 days,10 days,0.572245,48.41,1207.7878647736868
622,39199.0,39199.0,2021-07-16,2021-07-18,2 days,31 days,97.866911,8.18,890.4500341864338
623,39037.0,39037.0,2021-07-16,2021-07-18,2 days,30 days,97.866911,8.18,1514.0624451503943
624,39243.0,39243.0,2021-07-16,2021-07-18,2 days,31 days,97.866911,8.18,762.8823331558665
625,39038.0,39038.0,2021-07-16,2021-07-18,2 days,30 days,97.866911,8.18,890.4500341864338
626,39113.0,39113.0,2021-07-16,2021-07-18,2 days,31 days,97.866911,8.18,1439.0623342759534
627,39055.0,39055.0,2021-07-16,2021-07-18,2 days,29 days,97.866911,8.18,2042.0037962743556
628,39068.0,39068.0,2021-07-16,2021-07-18,2 days,30 days,97.866911,8.18,629.8687873455456
629,39082.0,39082.0,2021-07-16,2021-07-18,2 days,29 days,97.866911,8.18,809.7207120493816
630,39151.0,39151.0,2021-07-16,2021-07-18,2 days,30 days,97.866911,8.18,732.2132357299296
631,39210.0,39210.0,2021-07-16,2021-07-18,2 days,30 days,97.866911,8.18,1886.7128742834502
632,39092.0,39092.0,2021-07-16,2021-07-18,2 days,29 days,97.866911,8.18,505.40775387512065
633,39095.0,39095.0,2021-07-16,2021-07-18,2 days,29 days,97.866911,8.18,665.5628097832032
634,39093.0,39093.0,2021-07-16,2021-07-18,2 days,29 days,97.866911,8.18,665.5628097832032
635,39122.0,39122.0,2021-07-16,2021-07-18,2 days,24 days,97.866911,8.18,2149.5115630354626
636,39069.0,39069.0,2021-07-16,2021-07-18,2 days,24 days,97.866911,8.18,961.3981651960999
637,39182.0,39182.0,2021-07-16,2021-07-18,2 days,23 days,97.866911,8.18,1731.7673054753
638,39396.0,39396.0,2021-07-16,2021-07-18,2 days,21 days,97.866911,8.18,347.71146221220124
639,37913.0,37913.0,2021-07-16,2021-07-18,2 days,18 days,97.866911,8.18,1047.400867194049
640,38076.0,38076.0,2021-07-16,2021-07-18,2 days,17 days,97.866911,8.18,424.37593424297984
641,38077.0,38077.0,2021-07-16,2021-07-18,2 days,17 days,97.866911,8.18,436.71075131866536
642,38078.0,38078.0,2021-07-16,2021-07-18,2 days,17 days,97.866911,8.18,428.39929246298425
643,39070.0,39070.0,2021-07-16,2021-07-18,2 days,15 days,97.866911,8.18,531.4333037681156
644,39078.0,39078.0,2021-07-16,2021-07-18,2 days,11 days,97.866911,8.18,1181.0250878670274
645,39370.0,39370.0,2021-07-16,2021-07-18,2 days,10 days,97.866911,8.18,423.9059238383365
646,39432.0,39432.0,2021-07-16,2021-07-18,2 days,10 days,97.866911,8.18,1978.641104444071
647,39336.0,39336.0,2021-07-16,2021-07-18,2 days,8 days,97.866911,8.18,624.2320461125773
648,37975.0,37975.0,2021-07-16,2021-07-18,2 days,8 days,97.866911,8.18,2196.780084529301
649,38074.0,38074.0,2021-07-26,2021-07-27,1 days,13 days,0.817246,16.27,291.66673732938443
650,38073.0,38073.0,2021-07-26,2021-07-27,1 days,13 days,0.817246,16.27,291.25101417873543
651,39453.0,39453.0,2021-08-10,2021-08-12,2 days,22 days,25.544244,16.65,469.82127676058764
652,38087.0,38087.0,2021-08-10,2021-08-12,2 days,22 days,25.544244,16.65,274.2105870297945
653,39356.0,39356.0,2021-08-10,2021-08-12,2 days,22 days,25.544244,16.65,290.19266919436274
654,37926.0,37926.0,2021-08-10,2021-08-12,2 days,20 days,25.544244,16.65,375.32944608902517
655,37958.0,37958.0,2021-08-10,2021-08-12,2 days,20 days,25.544244,16.65,259.42576841896766
656,37951.0,37951.0,2021-08-10,2021-08-12,2 days,19 days,25.544244,16.65,176.71126232491923
657,37936.0,37936.0,2021-08-10,2021-08-12,2 days,19 days,25.544244,16.65,241.34873943375607
658,37929.0,37929.0,2021-08-10,2021-08-12,2 days,19 days,25.544244,16.65,312.56578748291867
659,38218.0,38218.0,2021-08-10,2021-08-12,2 days,15 days,25.544244,16.65,568.1177811029276
660,38446.0,38446.0,2021-08-10,2021-08-12,2 days,15 days,25.544244,16.65,332.0745190665911
661,38209.0,38209.0,2021-08-10,2021-08-12,2 days,14 days,25.544244,16.65,344.9171288704192
662,38359.0,38359.0,2021-08-10,2021-08-12,2 days,13 days,25.544244,16.65,560.6618077423788
663,38435.0,38435.0,2021-08-10,2021-08-12,2 days,12 days,25.544244,16.65,562.6936363708276
664,38442.0,38442.0,2021-08-10,2021-08-12,2 days,12 days,25.544244,16.65,268.1190622809243
665,38194.0,38194.0,2021-08-10,2021-08-12,2 days,11 days,25.544244,16.65,337.9027611223297
666,38195.0,38195.0,2021-08-10,2021-08-12,2 days,11 days,25.544244,16.65,360.3598819941042
667,38185.0,38185.0,2021-08-15,2021-08-19,4 days,12 days,12.439662,41.94,320.9635267851371
668,38432.0,38432.0,2021-08-15,2021-08-19,4 days,10 days,12.439662,41.94,470.36865605618533
669,39494.0,39494.0,2021-08-15,2021-08-19,4 days,9 days,12.439662,41.94,483.5392466196002
670,38213.0,38213.0,2021-08-15,2021-08-19,4 days,6 days,12.439662,41.94,1526.626068451648
671,38168.0,38168.0,2021-09-11,2021-09-13,2 days,31 days,32.914254,74.8,925.052702054172
672,38186.0,38186.0,2021-09-11,2021-09-13,2 days,32 days,32.914254,74.8,986.6387161400895
673,39521.0,39521.0,2021-09-11,2021-09-13,2 days,26 days,32.914254,74.8,1075.1436708704975
674,38434.0,38434.0,2021-09-11,2021-09-13,2 days,29 days,32.914254,74.8,1237.1352464510526
675,39590.0,39590.0,2021-09-11,2021-09-13,2 days,29 days,32.914254,74.8,989.9336104681931
676,39493.0,39493.0,2021-09-19,2021-09-20,1 days,33 days,9.355117,20.62,354.83984183907023
677,39479.0,39479.0,2021-09-11,2021-09-13,2 days,29 days,32.914254,74.8,987.6660189634456
678,38425.0,38425.0,2021-09-11,2021-09-13,2 days,26 days,32.914254,74.8,1442.6844311320626
679,38329.0,38329.0,2021-09-11,2021-09-13,2 days,26 days,32.914254,74.8,1100.5870894413692
680,38424.0,38424.0,2021-09-19,2021-09-20,1 days,33 days,9.355117,20.62,438.14668379445686
681,38408.0,38408.0,2021-09-19,2021-09-20,1 days,31 days,9.355117,20.62,358.4923928703151
682,38192.0,38192.0,2021-09-19,2021-09-20,1 days,32 days,9.355117,20.62,523.452826015012
683,38324.0,38324.0,2021-09-19,2021-09-20,1 days,31 days,9.355117,20.62,870.8896923081276
684,38285.0,38285.0,2021-09-19,2021-09-20,1 days,30 days,9.355117,20.62,291.4402354064508
685,39529.0,39529.0,2021-09-19,2021-09-20,1 days,26 days,9.355117,20.62,249.6708281166333
686,38449.0,38449.0,2021-09-19,2021-09-20,1 days,27 days,9.355117,20.62,308.47646398897416
687,38358.0,38358.0,2021-09-19,2021-09-20,1 days,25 days,9.355117,20.62,285.03317601439204
688,38363.0,38363.0,2021-09-19,2021-09-20,1 days,26 days,9.355117,20.62,278.0930671970837
689,39667.0,39667.0,2021-09-19,2021-09-20,1 days,25 days,9.355117,20.62,463.7634581004389
690,38326.0,38326.0,2021-09-19,2021-09-20,1 days,25 days,9.355117,20.62,286.55940382014956
691,38385.0,38385.0,2021-09-19,2021-09-20,1 days,25 days,9.355117,20.62,371.1040640585309
