Id,FECHA DE CREACIÓN,FECHA DE INICIO,FECHA FINAL,CODUNIDAD,FECHALEGALIZACION,NOMBREESTADO,NOMBRETRABAJO,CAUSAL,X,Y
1,14/10/2021,24/11/2022,07/12/2022,757,07/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781021.8881,2428226.907
2,28/09/2021,24/11/2022,07/12/2022,757,07/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,778394.8903,2426703.111
3,30/03/2022,24/11/2022,26/11/2022,757,22/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,786182.935,2421649.91
4,24/04/2022,25/11/2022,26/11/2022,757,22/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780261.7398,2421570.892
5,07/06/2022,25/11/2022,26/11/2022,757,22/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781486.1843,2430544.975
6,08/09/2022,24/11/2022,25/11/2022,757,22/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,778419.8907,2425593.516
9,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782373.6054,2419726.049
10,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784966.0173,2421148.29
11,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779303.0143,2427790.511
12,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,778358.7423,2428169.116
14,01/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780530.0047,2426970.335
15,01/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,785013.8548,2425015.237
16,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782102.6367,2418962.439
17,02/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784422.8458,2421440.98
18,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781950.6864,2419374.45
19,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782160.6513,2419290.064
21,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,778358.7423,2428169.116
22,03/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782408.8285,2423412.488
24,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779277.634,2419128.003
25,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,777467.4741,2426262.883
26,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,777467.4741,2426262.883
28,08/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,785377.8953,2425681
29,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781014.2254,2420009.539
30,04/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783970.8885,2423272.692
32,02/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783614.443,2423982.604
33,02/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,785146.4969,2422044.637
34,02/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780315.8263,2428062.102
35,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784242.9584,2423967.442
37,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781046.1137,2426521.493
38,01/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,774490.1663,2422224.943
39,04/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784472.2277,2418978.397
40,04/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781509.7552,2430533.554
41,26/10/2022,03/11/2022,09/12/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,777859.2399,2418092.382
42,04/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,776517.1291,2417140.564
43,23/10/2022,08/11/2022,09/12/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783577.6001,2421436.171
44,04/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781907.2259,2414100.727
45,03/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,785113.1271,2421016.227
47,07/10/2022,08/11/2022,09/12/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784969.55,2421837.345
48,07/10/2022,04/11/2022,09/12/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781100.3944,2418383.384
49,29/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782313.0603,2421627.883
50,17/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,776947.3747,2425123.879
52,09/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784201.3595,2419221.202
53,31/10/2022,15/11/2022,17/11/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780195.5759,2428087.446
55,11/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780420.1526,2422168.579
56,10/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784336.2645,2422673.895
57,17/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,776979.6399,2420766.997
58,01/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784723.9806,2425466.68
59,28/11/2022,30/11/2022,19/12/2022,757,20/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780650.2653,2425685.518
60,02/12/2022,03/12/2022,03/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",785706.785,2420961.765
61,05/12/2022,05/12/2022,05/12/2022,456,05/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780418.4039,2423996.707
62,05/12/2022,03/12/2022,03/12/2022,757,05/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, NO GENERA BA",785027.8747,2421005.988
64,05/12/2022,03/12/2022,03/12/2022,757,05/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",785071.8045,2421076.407
65,05/12/2022,03/12/2022,03/12/2022,757,05/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",775855.0091,2427884.108
67,04/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783799.2352,2418964.341
68,02/12/2022,17/12/2022,19/12/2022,757,21/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783991.8462,2423722.013
69,24/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783606.9317,2420018.89
70,01/12/2022,12/12/2022,12/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",780510.2141,2427664.85
71,24/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780529.1932,2422550.171
72,30/11/2022,01/12/2022,01/12/2022,757,01/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",785446.5025,2424246.294
74,01/12/2022,06/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",780596.2104,2426645.964
75,01/12/2022,01/12/2022,20/12/2022,757,20/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781037.7081,2427310.777
76,24/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782016.812,2421654.656
77,06/12/2022,05/12/2022,05/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, NO GENERA BA",785472.1204,2421415.239
78,24/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782347.6831,2421685.181
79,02/12/2022,09/12/2022,09/12/2022,757,12/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",782012.3493,2413858.505
80,02/12/2022,12/12/2022,12/12/2022,757,14/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",781383.651,2425719.927
81,02/12/2022,05/12/2022,05/12/2022,757,05/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779561.3928,2422127.818
82,02/12/2022,02/12/2022,02/12/2022,757,02/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779121.3295,2419031.492
83,06/12/2022,13/12/2022,13/12/2022,456,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",778408.7235,2424944.466
84,06/12/2022,07/12/2022,07/12/2022,757,07/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782054.8741,2419335.546
85,29/11/2022,01/12/2022,01/12/2022,757,01/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, NO GENERA BA",779297.7459,2416341.007
87,07/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782343.9665,2415371.745
88,29/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,776625.1299,2421607.394
89,23/11/2022,27/12/2022,27/12/2022,757,29/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",784654.6724,2425705.906
90,23/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784810.2364,2425614.634
91,10/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,776909.6225,2425179.798
92,10/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,785014.2846,2426334.594
94,24/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779302.1817,2417935.937
95,01/12/2022,01/12/2022,07/12/2022,757,07/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"CANCELADA, SE GENERA SAP",775693.2497,2421370.014
96,10/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782317.7213,2415493.93
97,01/12/2022,29/11/2022,29/11/2022,757,01/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",782472.8328,2413983.555
98,17/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784135.1131,2428528.464
100,18/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783823.034,2418998.986
101,05/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,777543.3183,2426147.547
102,19/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784692.5836,2425538.64
103,19/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779477.8872,2419109.719
104,01/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782899.8549,2418628.366
105,11/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784132.1388,2420321.036
106,04/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784839.9336,2421471.152
107,04/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783942.6478,2427083.8
108,17/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779491.2564,2423501.666
109,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,778358.7423,2428169.116
110,18/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782423.413,2425847.753
111,22/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784502.415,2428536.255
112,11/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783856.1625,2427295.412
113,18/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780533.8459,2422463.746
118,22/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782902.5778,2418637.177
119,22/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780197.3453,2424585.884
121,09/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779271.4048,2419096.814
122,11/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783446.1767,2425970.7
123,11/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784254.8176,2428513.23
125,24/11/2022,28/11/2022,28/11/2022,757,01/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",782295.6377,2413967.847
127,11/11/2022,01/12/2022,01/12/2022,487,01/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",782941.1526,2418476.163
130,23/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784251.524,2428425.854
131,02/11/2022,03/11/2022,19/12/2022,757,20/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,786008.1335,2422859.259
132,01/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781189.4444,2426586.879
135,04/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782884.1712,2422365.599
136,11/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782315.6338,2419265.807
137,09/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,785606.5911,2422453
138,11/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,778624.3754,2424077.92
139,07/11/2022,08/11/2022,19/12/2022,757,21/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783945.2754,2423688.729
141,12/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779547.1587,2421364.181
142,02/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781199.4288,2427298.174
145,04/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781205.4056,2421962.074
146,22/11/2022,28/11/2022,28/11/2022,757,01/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",784747.882,2418752.488
147,31/10/2022,01/11/2022,03/11/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,775144.6179,2423910.806
148,05/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783941.8258,2423693.669
149,01/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781280.9346,2420786.754
150,11/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781576.5432,2423195.756
151,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780964.323,2425378.759
152,28/10/2022,03/11/2022,09/12/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780530.2112,2427765.446
153,12/11/2022,05/12/2022,05/12/2022,456,05/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, NO GENERA BA",778122.1153,2420485.643
154,31/10/2022,01/11/2022,04/11/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,785318.67,2422139.405
155,31/10/2022,07/11/2022,08/11/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784729.9584,2425466.12
156,01/11/2022,29/11/2022,29/11/2022,757,01/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",785299.34,2422277.783
159,18/11/2022,30/11/2022,30/11/2022,757,01/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",783706.5956,2420067.866
161,22/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780881.9419,2420826.98
162,06/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,777055.1322,2420914.761
163,06/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,778749.8514,2420316.515
167,04/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,776581.0761,2417216.3
168,19/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784840.9198,2421180.459
169,18/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784428.1065,2423563.329
170,13/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784704.7178,2428563.328
172,02/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780973.0093,2419993.516
173,02/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780279.2242,2420492.229
174,02/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781628.5382,2424760.744
175,02/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784380.9928,2421625.421
176,18/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,785421.6336,2421275.291
178,10/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,776522.0289,2418776.962
179,22/11/2022,25/11/2022,19/12/2022,757,20/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,776869.7857,2422544.415
180,22/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,775878.6576,2427318.101
181,04/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784802.1566,2420462.275
182,06/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783793.0273,2425579.112
183,05/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782750.565,2419431.073
187,22/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,785858.2784,2422340.023
188,09/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783719.3965,2427450.181
189,22/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784814.9971,2425578.21
190,07/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779267.4703,2419125.31
193,22/11/2022,02/12/2022,02/12/2022,461,02/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, NO GENERA BA",782314.4368,2421078.535
196,22/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780822.2648,2422053.006
197,22/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784785.6002,2425601.88
198,22/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782681.989,2422358.422
200,22/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781300.5509,2421809.423
202,07/11/2022,08/11/2022,19/12/2022,757,21/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783923.29,2423673.015
203,09/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,781185.6212,2416251.2
204,10/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782341.3742,2415488.94
205,10/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,774477.2501,2422285.304
206,11/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,779537.0504,2413597.142
208,19/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784002.1623,2423669.589
210,16/11/2022,12/12/2022,13/12/2022,757,13/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783254.2756,2419593.682
211,28/10/2022,01/11/2022,09/12/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,778475.6593,2419060.284
212,28/10/2022,01/11/2022,09/12/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,780020.6875,2424523.498
213,28/10/2022,01/11/2022,09/12/2022,757,09/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,775506.0811,2418742.775
216,07/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,782468.4639,2419726.594
217,07/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783012.9159,2424396.116
218,09/11/2022,29/11/2022,29/11/2022,757,01/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, NO GENERA BA",785146.4969,2422044.637
219,03/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784358.0069,2423427.437
220,17/11/2022,19/12/2022,19/12/2022,757,25/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, NO GENERA BA",779031.1924,2424696.406
221,17/11/2022,29/11/2022,29/11/2022,487,01/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,"EJECUTADA, SE GENERA BA",783472.2274,2418551.516
222,07/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,777816.797,2419456.268
223,07/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,783777.0849,2417721.965
224,10/11/2022,10/11/2022,19/12/2022,757,20/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,774477.2501,2422285.304
225,16/11/2022,05/12/2022,06/12/2022,757,06/12/2022,Cerrada,FTA - FUGA EN TOMA DE AGUA,SE CANCELA,784814.6227,2425558.18
